"PRODUCT_ID";"BRAND_NAME";"PRODUCT_NAME";"PRODUCT_SUBCATEGORY";"PRODUCT_CATEGORY";"PRODUCT_DEPARTMENT";"PRODUCT_FAMILY"
828;"Ebony";"Ebony Canned Peanuts";"Nuts";"Specialty";"Produce";"Food"
829;"Ebony";"Ebony Sweet Onion";"Fresh Vegetables";"Vegetables";"Produce";"Food"
830;"Ebony";"Ebony Cantelope";"Fresh Fruit";"Fruit";"Produce";"Food"
831;"Ebony";"Ebony Honey Dew";"Fresh Fruit";"Fruit";"Produce";"Food"
832;"Ebony";"Ebony Fuji Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
833;"Ebony";"Ebony Walnuts";"Nuts";"Specialty";"Produce";"Food"
834;"Ebony";"Ebony Oranges";"Fresh Fruit";"Fruit";"Produce";"Food"
835;"Ebony";"Ebony Tangerines";"Fresh Fruit";"Fruit";"Produce";"Food"
836;"Ebony";"Ebony Party Nuts";"Nuts";"Specialty";"Produce";"Food"
837;"Curlew";"Curlew Lox";"Fresh Fish";"Seafood";"Seafood";"Food"
838;"Curlew";"Curlew Scallops";"Shellfish";"Seafood";"Seafood";"Food"
839;"Nationeel";"Nationeel Low Fat Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
840;"Nationeel";"Nationeel BBQ Potato Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
841;"Nationeel";"Nationeel Corn Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
842;"Nationeel";"Nationeel Low Fat BBQ Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
843;"Nationeel";"Nationeel Sugar Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
844;"Nationeel";"Nationeel Chocolate Chip Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
845;"Nationeel";"Nationeel Fudge Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
846;"Nationeel";"Nationeel Fudge Brownies";"Cookies";"Snack Foods";"Snack Foods";"Food"
847;"Nationeel";"Nationeel Potato Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
848;"Nationeel";"Nationeel Lemon Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
849;"Nationeel";"Nationeel Graham Crackers";"Cookies";"Snack Foods";"Snack Foods";"Food"
850;"Nationeel";"Nationeel Cheese Crackers";"Crackers";"Snack Foods";"Snack Foods";"Food"
851;"Nationeel";"Nationeel Buttered Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
852;"Nationeel";"Nationeel No Salt Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
853;"Nationeel";"Nationeel Low Fat Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
854;"Nationeel";"Nationeel Salsa Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
855;"Nationeel";"Nationeel Avocado Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
856;"Nationeel";"Nationeel Salted Pretzels";"Pretzels";"Snack Foods";"Snack Foods";"Food"
857;"Nationeel";"Nationeel Cheese Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
858;"Nationeel";"Nationeel Fondue Mix";"Dips";"Snack Foods";"Snack Foods";"Food"
859;"Nationeel";"Nationeel Mini Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
860;"Nationeel";"Nationeel Beef Jerky";"Dried Meat";"Snack Foods";"Snack Foods";"Food"
861;"Nationeel";"Nationeel Chocolate Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
862;"Nationeel";"Nationeel Low Fat Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
863;"Nationeel";"Nationeel Sesame Crackers";"Crackers";"Snack Foods";"Snack Foods";"Food"
864;"Nationeel";"Nationeel Frosted Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
865;"Nationeel";"Nationeel Dried Apples";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
866;"Nationeel";"Nationeel Apple Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
867;"Nationeel";"Nationeel Strawberry Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
868;"Nationeel";"Nationeel Raspberry Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
869;"Nationeel";"Nationeel Grape Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
870;"Nationeel";"Nationeel Dried Dates";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
871;"Nationeel";"Nationeel Raisins";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
872;"Nationeel";"Nationeel Golden Raisins";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
873;"Nationeel";"Nationeel Dried Apricots";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
874;"Nationeel";"Nationeel Frosted Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
875;"Thresher";"Thresher Tasty Candy Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
876;"Thresher";"Thresher Mint Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
877;"Thresher";"Thresher Malted Milk Balls";"Chocolate Candy";"Candy";"Snacks";"Food"
878;"Thresher";"Thresher Semi-Sweet Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
879;"Thresher";"Thresher Bubble Gum";"Gum";"Candy";"Snacks";"Food"
880;"Thresher";"Thresher Spicy Mints";"Hard Candy";"Candy";"Snacks";"Food"
881;"Thresher";"Thresher Mints";"Hard Candy";"Candy";"Snacks";"Food"
882;"Thresher";"Thresher White Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
883;"Monarch";"Monarch Ravioli";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
884;"Monarch";"Monarch Manicotti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
885;"Monarch";"Monarch Spaghetti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
886;"Monarch";"Monarch Thai Rice";"Rice";"Starchy Foods";"Starchy Foods";"Food"
887;"Monarch";"Monarch Rice Medly";"Rice";"Starchy Foods";"Starchy Foods";"Food"
888;"Discover";"Discover Ravioli";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
889;"Discover";"Discover Manicotti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
890;"Discover";"Discover Spaghetti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
891;"Discover";"Discover Thai Rice";"Rice";"Starchy Foods";"Starchy Foods";"Food"
892;"Discover";"Discover Rice Medly";"Rice";"Starchy Foods";"Starchy Foods";"Food"
893;"Pearl";"Pearl Imported Beer";"Beer";"Beer and Wine";"Alcoholic Beverages";"Drink"
894;"Pearl";"Pearl Light Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
895;"Pearl";"Pearl Chardonnay Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
896;"Pearl";"Pearl Chablis Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
897;"Pearl";"Pearl Merlot Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
898;"Pearl";"Pearl Chardonnay";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
899;"Pearl";"Pearl White Zinfandel Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
900;"Pearl";"Pearl Light Beer";"Beer";"Beer and Wine";"Alcoholic Beverages";"Drink"
901;"Fantastic";"Fantastic Pumpernickel Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
902;"Fantastic";"Fantastic White Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
903;"Fantastic";"Fantastic Rye Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
904;"Fantastic";"Fantastic English Muffins";"Muffins";"Bread";"Baked Goods";"Food"
905;"Fantastic";"Fantastic Cranberry Muffins";"Muffins";"Bread";"Baked Goods";"Food"
906;"Fantastic";"Fantastic Muffins";"Muffins";"Bread";"Baked Goods";"Food"
907;"Fantastic";"Fantastic Bagels";"Bagels";"Bread";"Baked Goods";"Food"
908;"Fantastic";"Fantastic Blueberry Muffins";"Muffins";"Bread";"Baked Goods";"Food"
909;"Fantastic";"Fantastic Wheat Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
910;"BBB Best";"BBB Best Sesame Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
176;"High Top";"High Top Beets";"Fresh Vegetables";"Vegetables";"Produce";"Food"
177;"High Top";"High Top Prepared Salad";"Fresh Vegetables";"Vegetables";"Produce";"Food"
178;"High Top";"High Top Onions";"Fresh Vegetables";"Vegetables";"Produce";"Food"
179;"High Top";"High Top Green Pepper";"Fresh Vegetables";"Vegetables";"Produce";"Food"
180;"High Top";"High Top Shitake Mushrooms";"Fresh Vegetables";"Vegetables";"Produce";"Food"
181;"High Top";"High Top Lettuce";"Fresh Vegetables";"Vegetables";"Produce";"Food"
182;"High Top";"High Top Elephant Garlic";"Fresh Vegetables";"Vegetables";"Produce";"Food"
183;"High Top";"High Top Red Pepper";"Fresh Vegetables";"Vegetables";"Produce";"Food"
184;"High Top";"High Top Garlic";"Fresh Vegetables";"Vegetables";"Produce";"Food"
185;"High Top";"High Top Potatos";"Fresh Vegetables";"Vegetables";"Produce";"Food"
186;"High Top";"High Top Cauliflower";"Fresh Vegetables";"Vegetables";"Produce";"Food"
187;"High Top";"High Top Tomatos";"Fresh Vegetables";"Vegetables";"Produce";"Food"
188;"High Top";"High Top Mushrooms";"Fresh Vegetables";"Vegetables";"Produce";"Food"
189;"High Top";"High Top Baby Onion";"Fresh Vegetables";"Vegetables";"Produce";"Food"
190;"High Top";"High Top Dried Mushrooms";"Fresh Vegetables";"Vegetables";"Produce";"Food"
191;"High Top";"High Top Fresh Lima Beans";"Fresh Vegetables";"Vegetables";"Produce";"Food"
192;"High Top";"High Top Squash";"Fresh Vegetables";"Vegetables";"Produce";"Food"
193;"High Top";"High Top Limes";"Fresh Fruit";"Fruit";"Produce";"Food"
194;"High Top";"High Top Firm Tofu";"Tofu";"Packaged Vegetables";"Produce";"Food"
195;"High Top";"High Top Almonds";"Nuts";"Specialty";"Produce";"Food"
196;"High Top";"High Top Macintosh Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
197;"High Top";"High Top Golden Delcious Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
198;"High Top";"High Top Red Delcious Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
199;"High Top";"High Top Lemons";"Fresh Fruit";"Fruit";"Produce";"Food"
200;"High Top";"High Top Fancy Plums";"Fresh Fruit";"Fruit";"Produce";"Food"
201;"High Top";"High Top Plums";"Fresh Fruit";"Fruit";"Produce";"Food"
202;"High Top";"High Top Peaches";"Fresh Fruit";"Fruit";"Produce";"Food"
203;"High Top";"High Top Broccoli";"Fresh Vegetables";"Vegetables";"Produce";"Food"
204;"High Top";"High Top Mandarin Oranges";"Fresh Fruit";"Fruit";"Produce";"Food"
205;"High Top";"High Top Mixed Nuts";"Nuts";"Specialty";"Produce";"Food"
206;"High Top";"High Top Canned Peanuts";"Nuts";"Specialty";"Produce";"Food"
207;"High Top";"High Top Sweet Onion";"Fresh Vegetables";"Vegetables";"Produce";"Food"
208;"High Top";"High Top Cantelope";"Fresh Fruit";"Fruit";"Produce";"Food"
209;"High Top";"High Top Honey Dew";"Fresh Fruit";"Fruit";"Produce";"Food"
210;"High Top";"High Top Fuji Apples";"Fresh Fruit";"Fruit";"Produce";"Food"
211;"High Top";"High Top Walnuts";"Nuts";"Specialty";"Produce";"Food"
212;"High Top";"High Top Oranges";"Fresh Fruit";"Fruit";"Produce";"Food"
213;"High Top";"High Top Tangerines";"Fresh Fruit";"Fruit";"Produce";"Food"
214;"High Top";"High Top Party Nuts";"Nuts";"Specialty";"Produce";"Food"
215;"Tip Top";"Tip Top Lox";"Fresh Fish";"Seafood";"Seafood";"Food"
216;"Tip Top";"Tip Top Scallops";"Shellfish";"Seafood";"Seafood";"Food"
217;"Best Choice";"Best Choice Low Fat Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
218;"Best Choice";"Best Choice BBQ Potato Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
219;"Best Choice";"Best Choice Corn Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
220;"Best Choice";"Best Choice Low Fat BBQ Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
221;"Best Choice";"Best Choice Sugar Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
222;"Best Choice";"Best Choice Chocolate Chip Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
223;"Best Choice";"Best Choice Fudge Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
224;"Best Choice";"Best Choice Fudge Brownies";"Cookies";"Snack Foods";"Snack Foods";"Food"
225;"Best Choice";"Best Choice Potato Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
226;"Best Choice";"Best Choice Lemon Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
227;"Best Choice";"Best Choice Graham Crackers";"Cookies";"Snack Foods";"Snack Foods";"Food"
228;"Best Choice";"Best Choice Cheese Crackers";"Crackers";"Snack Foods";"Snack Foods";"Food"
229;"Best Choice";"Best Choice Buttered Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
230;"Best Choice";"Best Choice No Salt Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
231;"Best Choice";"Best Choice Low Fat Popcorn";"Popcorn";"Snack Foods";"Snack Foods";"Food"
232;"Best Choice";"Best Choice Salsa Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
233;"Best Choice";"Best Choice Avocado Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
234;"Best Choice";"Best Choice Salted Pretzels";"Pretzels";"Snack Foods";"Snack Foods";"Food"
235;"Best Choice";"Best Choice Cheese Dip";"Dips";"Snack Foods";"Snack Foods";"Food"
236;"Best Choice";"Best Choice Fondue Mix";"Dips";"Snack Foods";"Snack Foods";"Food"
237;"Best Choice";"Best Choice Mini Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
238;"Best Choice";"Best Choice Beef Jerky";"Dried Meat";"Snack Foods";"Snack Foods";"Food"
239;"Best Choice";"Best Choice Chocolate Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
240;"Best Choice";"Best Choice Low Fat Chips";"Chips";"Snack Foods";"Snack Foods";"Food"
241;"Best Choice";"Best Choice Sesame Crackers";"Crackers";"Snack Foods";"Snack Foods";"Food"
242;"Best Choice";"Best Choice Frosted Cookies";"Cookies";"Snack Foods";"Snack Foods";"Food"
243;"Best Choice";"Best Choice Dried Apples";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
244;"Best Choice";"Best Choice Apple Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
245;"Best Choice";"Best Choice Strawberry Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
246;"Best Choice";"Best Choice Raspberry Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
247;"Best Choice";"Best Choice Grape Fruit Roll";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
248;"Best Choice";"Best Choice Dried Dates";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
249;"Best Choice";"Best Choice Raisins";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
250;"Best Choice";"Best Choice Golden Raisins";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
251;"Best Choice";"Best Choice Dried Apricots";"Dried Fruit";"Snack Foods";"Snack Foods";"Food"
252;"Best Choice";"Best Choice Frosted Donuts";"Donuts";"Snack Foods";"Snack Foods";"Food"
253;"Choice";"Choice Tasty Candy Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
254;"Choice";"Choice Mint Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
255;"Choice";"Choice Malted Milk Balls";"Chocolate Candy";"Candy";"Snacks";"Food"
256;"Choice";"Choice Semi-Sweet Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
257;"Choice";"Choice Bubble Gum";"Gum";"Candy";"Snacks";"Food"
258;"Choice";"Choice Spicy Mints";"Hard Candy";"Candy";"Snacks";"Food"
259;"Choice";"Choice Mints";"Hard Candy";"Candy";"Snacks";"Food"
260;"Choice";"Choice White Chocolate Bar";"Chocolate Candy";"Candy";"Snacks";"Food"
261;"Medalist";"Medalist Ravioli";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
262;"Medalist";"Medalist Manicotti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
263;"Medalist";"Medalist Spaghetti";"Pasta";"Starchy Foods";"Starchy Foods";"Food"
264;"Medalist";"Medalist Thai Rice";"Rice";"Starchy Foods";"Starchy Foods";"Food"
265;"Medalist";"Medalist Rice Medly";"Rice";"Starchy Foods";"Starchy Foods";"Food"
266;"Good";"Good Imported Beer";"Beer";"Beer and Wine";"Alcoholic Beverages";"Drink"
267;"Good";"Good Light Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
268;"Good";"Good Chardonnay Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
269;"Good";"Good Chablis Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
270;"Good";"Good Merlot Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
271;"Good";"Good Chardonnay";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
272;"Good";"Good White Zinfandel Wine";"Wine";"Beer and Wine";"Alcoholic Beverages";"Drink"
273;"Good";"Good Light Beer";"Beer";"Beer and Wine";"Alcoholic Beverages";"Drink"
274;"Great";"Great Pumpernickel Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
275;"Great";"Great White Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
276;"Great";"Great Rye Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
277;"Great";"Great English Muffins";"Muffins";"Bread";"Baked Goods";"Food"
278;"Great";"Great Cranberry Muffins";"Muffins";"Bread";"Baked Goods";"Food"
279;"Great";"Great Muffins";"Muffins";"Bread";"Baked Goods";"Food"
280;"Great";"Great Bagels";"Bagels";"Bread";"Baked Goods";"Food"
281;"Great";"Great Blueberry Muffins";"Muffins";"Bread";"Baked Goods";"Food"
282;"Great";"Great Wheat Bread";"Sliced Bread";"Bread";"Baked Goods";"Food"
283;"Super";"Super Sesame Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
284;"Super";"Super Chunky Peanut Butter";"Peanut Butter";"Jams and Jellies";"Baking Goods";"Food"
285;"Super";"Super Hot Chocolate";"Chocolate";"Hot Beverages";"Beverages";"Drink"
286;"Super";"Super Brown Sugar";"Sugar";"Baking Goods";"Baking Goods";"Food"
287;"Super";"Super White Sugar";"Sugar";"Baking Goods";"Baking Goods";"Food"
288;"Super";"Super French Roast Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
289;"Super";"Super Decaf Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
290;"Super";"Super Regular Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
291;"Super";"Super Vegetable Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
292;"Super";"Super Corn Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
293;"Super";"Super Tomato Sauce";"Sauces";"Baking Goods";"Baking Goods";"Food"
294;"Super";"Super Canola Oil";"Cooking Oil";"Baking Goods";"Baking Goods";"Food"
295;"Super";"Super Grape Preserves";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
296;"Super";"Super Columbian Coffee";"Coffee";"Hot Beverages";"Beverages";"Drink"
297;"Super";"Super Strawberry Jelly";"Jelly";"Jams and Jellies";"Baking Goods";"Food"
298;"Super";"Super Pepper";"Spices";"Baking Goods";"Baking Goods";"Food"
299;"Super";"Super Low Fat Apple Butter";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
300;"Super";"Super Salt";"Spices";"Baking Goods";"Baking Goods";"Food"
301;"Super";"Super Apple Butter";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
302;"Super";"Super Oregano";"Spices";"Baking Goods";"Baking Goods";"Food"
303;"Super";"Super Apple Jelly";"Jelly";"Jams and Jellies";"Baking Goods";"Food"
304;"Super";"Super Grape Jam";"Jam";"Jams and Jellies";"Baking Goods";"Food"
305;"Super";"Super Apple Jam";"Jam";"Jams and Jellies";"Baking Goods";"Food"
306;"Super";"Super Strawberry Jam";"Jam";"Jams and Jellies";"Baking Goods";"Food"
307;"Super";"Super Creamy Peanut Butter";"Peanut Butter";"Jams and Jellies";"Baking Goods";"Food"
308;"Super";"Super Strawberry Preserves";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
309;"Super";"Super Extra Chunky Peanut Butter";"Peanut Butter";"Jams and Jellies";"Baking Goods";"Food"
310;"Super";"Super Apple Preserves";"Preserves";"Jams and Jellies";"Baking Goods";"Food"
311;"Super";"Super Grape Jelly";"Jelly";"Jams and Jellies";"Baking Goods";"Food"
312;"Excellent";"Excellent Berry Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
313;"Excellent";"Excellent Mango Drink";"Flavored Drinks";"Drinks";"Beverages";"Drink"
314;"Excellent";"Excellent Strawberry Drink";"Flavored Drinks";"Drinks";"Beverages";"Drink"
315;"Excellent";"Excellent Cream Soda";"Soda";"Carbonated Beverages";"Beverages";"Drink"
316;"Excellent";"Excellent Diet Soda";"Soda";"Carbonated Beverages";"Beverages";"Drink"
317;"Excellent";"Excellent Cola";"Soda";"Carbonated Beverages";"Beverages";"Drink"
318;"Excellent";"Excellent Diet Cola";"Soda";"Carbonated Beverages";"Beverages";"Drink"
319;"Excellent";"Excellent Orange Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
320;"Excellent";"Excellent Cranberry Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
321;"Excellent";"Excellent Apple Juice";"Juice";"Pure Juice Beverages";"Beverages";"Drink"
322;"Excellent";"Excellent Apple Drink";"Flavored Drinks";"Drinks";"Beverages";"Drink"
323;"Best";"Best Oatmeal";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
324;"Best";"Best Corn Puffs";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
325;"Best";"Best Wheat Puffs";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
326;"Best";"Best Grits";"Cereal";"Breakfast Foods";"Breakfast Foods";"Food"
327;"Better";"Better Canned Beets";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
328;"Better";"Better Creamed Corn";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
329;"Better";"Better Canned String Beans";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
330;"Better";"Better Chicken Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
331;"Better";"Better Canned Yams";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
332;"Better";"Better Vegetable Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
333;"Better";"Better Canned Tomatos";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
334;"Better";"Better Noodle Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
335;"Better";"Better Regular Ramen Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
336;"Better";"Better Chicken Noodle Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
337;"Better";"Better Turkey Noodle Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
338;"Better";"Better Beef Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
339;"Better";"Better Canned Peas";"Canned Vegetables";"Vegetables";"Canned Foods";"Food"
340;"Better";"Better Chicken Ramen Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
341;"Better";"Better Canned Tuna in Water";"Tuna";"Canned Tuna";"Canned Foods";"Food"
342;"Better";"Better Canned Tuna in Oil";"Tuna";"Canned Tuna";"Canned Foods";"Food"
343;"Better";"Better Large Canned Shrimp";"Shrimp";"Canned Shrimp";"Canned Foods";"Food"
344;"Better";"Better Fancy Canned Anchovies";"Anchovies";"Canned Anchovies";"Canned Foods";"Food"
345;"Better";"Better Fancy Canned Clams";"Clams";"Canned Clams";"Canned Foods";"Food"
346;"Better";"Better Fancy Canned Oysters";"Oysters";"Canned Oysters";"Canned Foods";"Food"
347;"Better";"Better Fancy Canned Sardines";"Sardines";"Canned Sardines";"Canned Foods";"Food"
348;"Better";"Better Rice Soup";"Soup";"Canned Soup";"Canned Foods";"Food"
349;"Swell";"Swell Canned Mixed Fruit";"Canned Fruit";"Fruit";"Canned Products";"Food"
350;"Swell";"Swell Canned Peaches";"Canned Fruit";"Fruit";"Canned Products";"Food"
351;"ADJ";"ADJ Rosy Sunglasses";"Sunglasses";"Specialty";"Carousel";"Non-Consumable"
352;"Black Tie";"Black Tie Eyeglass Screwdriver";"Screwdrivers";"Hardware";"Checkout";"Non-Consumable"
353;"Black Tie";"Black Tie City Map";"Maps";"Miscellaneous";"Checkout";"Non-Consumable"
354;"Carlson";"Carlson Low Fat Cottage Cheese";"Cottage Cheese";"Dairy";"Dairy";"Food"
355;"Carlson";"Carlson Low Fat Sour Cream";"Sour Cream";"Dairy";"Dairy";"Food"
356;"Carlson";"Carlson Sour Cream";"Sour Cream";"Dairy";"Dairy";"Food"
357;"Carlson";"Carlson Jack Cheese";"Cheese";"Dairy";"Dairy";"Food"
358;"Carlson";"Carlson Muenster Cheese";"Cheese";"Dairy";"Dairy";"Food"
359;"Carlson";"Carlson String Cheese";"Cheese";"Dairy";"Dairy";"Food"
360;"Carlson";"Carlson Low Fat String Cheese";"Cheese";"Dairy";"Dairy";"Food"
361;"Carlson";"Carlson Havarti Cheese";"Cheese";"Dairy";"Dairy";"Food"
362;"Carlson";"Carlson Head Cheese";"Cheese";"Dairy";"Dairy";"Food"
363;"Carlson";"Carlson Cheese Spread";"Cheese";"Dairy";"Dairy";"Food"
364;"Carlson";"Carlson Sharp Cheddar Cheese";"Cheese";"Dairy";"Dairy";"Food"
365;"Carlson";"Carlson Mild Cheddar Cheese";"Cheese";"Dairy";"Dairy";"Food"
366;"Carlson";"Carlson Large Curd Cottage Cheese";"Cottage Cheese";"Dairy";"Dairy";"Food"
367;"Carlson";"Carlson 2% Milk";"Milk";"Dairy";"Dairy";"Drink"
368;"Carlson";"Carlson Buttermilk";"Milk";"Dairy";"Dairy";"Drink"
369;"Carlson";"Carlson Chocolate Milk";"Milk";"Dairy";"Dairy";"Drink"
370;"Carlson";"Carlson 1% Milk";"Milk";"Dairy";"Dairy";"Drink"
371;"Carlson";"Carlson Whole Milk";"Milk";"Dairy";"Dairy";"Drink"
372;"Carlson";"Carlson Strawberry Yogurt";"Yogurt";"Dairy";"Dairy";"Food"
373;"Carlson";"Carlson Blueberry Yogurt";"Yogurt";"Dairy";"Dairy";"Food"
374;"Moms";"Moms Chicken Hot Dogs";"Hot Dogs";"Meat";"Deli";"Food"
375;"Moms";"Moms Pimento Loaf";"Bologna";"Meat";"Deli";"Food"
376;"Moms";"Moms Beef Bologna";"Bologna";"Meat";"Deli";"Food"
377;"Moms";"Moms Low Fat Bologna";"Bologna";"Meat";"Deli";"Food"
378;"Moms";"Moms Turkey Hot Dogs";"Hot Dogs";"Meat";"Deli";"Food"
379;"Moms";"Moms Foot-Long Hot Dogs";"Hot Dogs";"Meat";"Deli";"Food"
380;"Moms";"Moms Low Fat Cole Slaw";"Deli Salads";"Side Dishes";"Deli";"Food"
381;"Moms";"Moms Cole Slaw";"Deli Salads";"Side Dishes";"Deli";"Food"
382;"Moms";"Moms Roasted Chicken";"Fresh Chicken";"Meat";"Deli";"Food"
383;"Moms";"Moms Corned Beef";"Deli Meats";"Meat";"Deli";"Food"
