"PROMOTION_ID";"PROMOTION_NAME";"MEDIA_TYPE";"COST";"PSTART_DATE";"PEND_DATE"
802;"Big Time Savings";"TV";7295;"1996-06-05 00:00:00";"1996-06-08 00:00:00"
803;"I Cant Believe It Sale";"Street Handout";9885;"1996-06-21 00:00:00";"1996-06-23 00:00:00"
804;"Two for One";"Sunday Paper, Radio";9645;"1996-07-04 00:00:00";"1996-07-08 00:00:00"
805;"Bye Bye Baby";"Radio";13089;"1996-07-16 00:00:00";"1996-07-18 00:00:00"
806;"Shelf Clearing Days";"Cash Register Handout";6614;"1996-08-01 00:00:00";"1996-08-02 00:00:00"
807;"Shelf Emptiers";"Street Handout";7749;"1996-08-15 00:00:00";"1996-08-17 00:00:00"
808;"Sales Galore";"Sunday Paper, Radio, TV";9218;"1996-08-29 00:00:00";"1996-09-01 00:00:00"
809;"High Roller Savings";"Sunday Paper, Radio";7535;"1996-09-12 00:00:00";"1996-09-13 00:00:00"
810;"Money Grabbers";"Sunday Paper, Radio, TV";6441;"1996-09-25 00:00:00";"1996-09-27 00:00:00"
811;"Dollar Cutters";"Radio";12678;"1996-10-09 00:00:00";"1996-10-10 00:00:00"
812;"Price Winners";"Sunday Paper";8513;"1996-10-24 00:00:00";"1996-10-28 00:00:00"
813;"Money Grabbers";"Sunday Paper, Radio";9047;"1996-11-07 00:00:00";"1996-11-10 00:00:00"
814;"Super Duper Savers";"Street Handout";5990;"1996-11-20 00:00:00";"1996-11-22 00:00:00"
815;"Save-It Sale";"Daily Paper, Radio";6870;"1996-12-04 00:00:00";"1996-12-07 00:00:00"
816;"You Save Days";"Product Attachment";14413;"1996-12-18 00:00:00";"1996-12-19 00:00:00"
817;"Tip Top Savings";"Cash Register Handout";9820;"1997-01-03 00:00:00";"1997-01-05 00:00:00"
818;"Price Destroyers";"Sunday Paper";12144;"1997-01-15 00:00:00";"1997-01-18 00:00:00"
819;"Two for One";"Daily Paper, Radio";11570;"1997-01-30 00:00:00";"1997-01-31 00:00:00"
820;"You Save Days";"TV";10822;"1997-02-11 00:00:00";"1997-02-13 00:00:00"
821;"Unbeatable Price Savers";"Product Attachment";12436;"1997-02-27 00:00:00";"1997-03-03 00:00:00"
822;"Saving Days";"Daily Paper";12797;"1997-03-14 00:00:00";"1997-03-15 00:00:00"
823;"Weekend Markdown";"Daily Paper, Radio, TV";10768;"1997-03-28 00:00:00";"1997-03-29 00:00:00"
824;"One Day Sale";"Daily Paper, Radio, TV";11729;"1997-04-10 00:00:00";"1997-04-11 00:00:00"
825;"Big Promo";"Sunday Paper, Radio";14226;"1997-04-23 00:00:00";"1997-04-25 00:00:00"
826;"Free For All";"Sunday Paper, Radio";12624;"1997-05-08 00:00:00";"1997-05-11 00:00:00"
827;"Super Wallet Savers";"Radio";11795;"1997-05-22 00:00:00";"1997-05-23 00:00:00"
828;"Saving Days";"Street Handout";14466;"1997-06-05 00:00:00";"1997-06-08 00:00:00"
829;"Saving Days";"Daily Paper, Radio";11836;"1997-06-18 00:00:00";"1997-06-20 00:00:00"
830;"High Roller Savings";"Street Handout";9680;"1997-07-02 00:00:00";"1997-07-03 00:00:00"
831;"Bag Stuffers";"Radio";7397;"1997-07-16 00:00:00";"1997-07-20 00:00:00"
832;"Money Grabbers";"Product Attachment";11776;"1997-08-01 00:00:00";"1997-08-03 00:00:00"
833;"Super Wallet Savers";"Cash Register Handout";14019;"1997-08-13 00:00:00";"1997-08-15 00:00:00"
834;"Free For All";"Daily Paper, Radio";5835;"1997-08-27 00:00:00";"1997-08-29 00:00:00"
835;"Dollar Cutters";"Product Attachment";12096;"1997-09-11 00:00:00";"1997-09-14 00:00:00"
836;"Price Savers";"In-Store Coupon";8185;"1997-09-25 00:00:00";"1997-09-28 00:00:00"
837;"Money Savers";"Cash Register Handout";5301;"1997-10-09 00:00:00";"1997-10-13 00:00:00"
838;"Super Savers";"Street Handout";5153;"1997-10-22 00:00:00";"1997-10-26 00:00:00"
839;"Go For It";"Product Attachment";9960;"1997-11-05 00:00:00";"1997-11-08 00:00:00"
840;"Price Winners";"Daily Paper, Radio";7757;"1997-11-21 00:00:00";"1997-11-23 00:00:00"
841;"Big Time Discounts";"Product Attachment";10993;"1997-12-04 00:00:00";"1997-12-06 00:00:00"
842;"Price Savers";"Product Attachment";6227;"1997-12-18 00:00:00";"1997-12-21 00:00:00"
843;"Price Destroyers";"Sunday Paper, Radio, TV";12234;"1998-01-01 00:00:00";"1998-01-04 00:00:00"
844;"Weekend Markdown";"Street Handout";11740;"1998-01-14 00:00:00";"1998-01-15 00:00:00"
845;"Price Winners";"Daily Paper";8602;"1998-01-29 00:00:00";"1998-01-31 00:00:00"
846;"You Save Days";"In-Store Coupon";9217;"1998-02-13 00:00:00";"1998-02-16 00:00:00"
847;"Sale Winners";"Product Attachment";13770;"1998-02-26 00:00:00";"1998-02-28 00:00:00"
848;"Shelf Clearing Days";"Daily Paper, Radio";7641;"1998-03-11 00:00:00";"1998-03-13 00:00:00"
849;"Price Slashers";"Sunday Paper";6720;"1998-03-25 00:00:00";"1998-03-27 00:00:00"
850;"Go For It";"Product Attachment";11930;"1998-04-10 00:00:00";"1998-04-12 00:00:00"
851;"Pick Your Savings";"Daily Paper";5028;"1998-04-23 00:00:00";"1998-04-25 00:00:00"
852;"I Cant Believe It Sale";"Radio";10608;"1998-05-07 00:00:00";"1998-05-09 00:00:00"
853;"Big Time Discounts";"In-Store Coupon";14560;"1998-05-20 00:00:00";"1998-05-22 00:00:00"
854;"Price Destroyers";"Radio";11249;"1998-06-03 00:00:00";"1998-06-07 00:00:00"
855;"Free For All";"Daily Paper";12891;"1998-06-17 00:00:00";"1998-06-19 00:00:00"
856;"High Roller Savings";"Cash Register Handout";10181;"1998-07-02 00:00:00";"1998-07-06 00:00:00"
857;"Big Time Savings";"Street Handout";9006;"1998-07-14 00:00:00";"1998-07-17 00:00:00"
858;"Shelf Emptiers";"Daily Paper";11076;"1998-07-29 00:00:00";"1998-08-01 00:00:00"
859;"Green Light Days";"Cash Register Handout";13919;"1998-08-12 00:00:00";"1998-08-15 00:00:00"
860;"Price Cutters";"Sunday Paper, Radio";12917;"1998-08-26 00:00:00";"1998-08-29 00:00:00"
861;"Free For All";"Daily Paper";5206;"1998-09-09 00:00:00";"1998-09-12 00:00:00"
862;"Wallet Savers";"Daily Paper, Radio, TV";5313;"1998-09-23 00:00:00";"1998-09-26 00:00:00"
863;"Go For It";"Daily Paper, Radio";6701;"1998-10-08 00:00:00";"1998-10-10 00:00:00"
864;"Green Light Special";"Cash Register Handout";7408;"1998-10-23 00:00:00";"1998-10-24 00:00:00"
865;"One Day Sale";"Bulk Mail";5979;"1998-11-05 00:00:00";"1998-11-08 00:00:00"
866;"Dollar Cutters";"Cash Register Handout";11467;"1998-11-19 00:00:00";"1998-11-23 00:00:00"
867;"Weekend Markdown";"Daily Paper";14057;"1998-12-02 00:00:00";"1998-12-05 00:00:00"
868;"Super Savers";"Daily Paper, Radio, TV";13817;"1998-12-18 00:00:00";"1998-12-20 00:00:00"
869;"High Roller Savings";"TV";7261;"1998-12-29 00:00:00";"1999-01-01 00:00:00"
871;"Unbeatable Price Savers";"Cash Register Handout";13196;"1996-01-17 00:00:00";"1996-01-21 00:00:00"
872;"Big Time Discounts";"Sunday Paper";7321;"1996-01-31 00:00:00";"1996-02-02 00:00:00"
873;"Shelf Clearing Days";"In-Store Coupon";12983;"1996-02-14 00:00:00";"1996-02-17 00:00:00"
874;"Dimes Off";"Sunday Paper";14544;"1996-02-28 00:00:00";"1996-03-02 00:00:00"
875;"Price Smashers";"Sunday Paper";14224;"1996-03-13 00:00:00";"1996-03-15 00:00:00"
876;"Super Wallet Savers";"Sunday Paper, Radio, TV";10058;"1996-03-28 00:00:00";"1996-04-01 00:00:00"
877;"Coupon Spectacular";"Sunday Paper, Radio, TV";10592;"1996-04-10 00:00:00";"1996-04-12 00:00:00"
878;"Bye Bye Baby";"Radio";7535;"1996-04-24 00:00:00";"1996-04-27 00:00:00"
879;"Super Wallet Savers";"In-Store Coupon";8416;"1996-05-09 00:00:00";"1996-05-11 00:00:00"
880;"Price Destroyers";"In-Store Coupon";13303;"1996-05-22 00:00:00";"1996-05-26 00:00:00"
881;"Money Savers";"Radio";8710;"1996-06-06 00:00:00";"1996-06-10 00:00:00"
882;"Dimes Off";"Daily Paper";7592;"1996-06-21 00:00:00";"1996-06-25 00:00:00"
1;"High Roller Savings";"Product Attachment";14435;"1996-01-03 00:00:00";"1996-01-06 00:00:00"
2;"Green Light Special";"Product Attachment";8907;"1996-01-18 00:00:00";"1996-01-20 00:00:00"
3;"Wallet Savers";"Radio";12512;"1996-02-02 00:00:00";"1996-02-05 00:00:00"
4;"Weekend Markdown";"In-Store Coupon";11256;"1996-02-13 00:00:00";"1996-02-15 00:00:00"
5;"Bag Stuffers";"Sunday Paper, Radio";12275;"1996-02-28 00:00:00";"1996-03-01 00:00:00"
6;"Save-It Sale";"Daily Paper";9472;"1996-03-14 00:00:00";"1996-03-16 00:00:00"
7;"Fantastic Discounts";"Sunday Paper, Radio, TV";14278;"1996-03-29 00:00:00";"1996-04-02 00:00:00"
8;"Price Winners";"Sunday Paper, Radio";14731;"1996-04-10 00:00:00";"1996-04-13 00:00:00"
9;"Dimes Off";"Daily Paper";14065;"1996-04-26 00:00:00";"1996-04-29 00:00:00"
10;"Green Light Special";"Sunday Paper, Radio";9298;"1996-05-08 00:00:00";"1996-05-09 00:00:00"
11;"Dollar Cutters";"Daily Paper, Radio, TV";5306;"1996-05-24 00:00:00";"1996-05-25 00:00:00"
12;"Three for One";"TV";14812;"1996-06-06 00:00:00";"1996-06-09 00:00:00"
13;"Price Winners";"Cash Register Handout";11674;"1996-06-19 00:00:00";"1996-06-22 00:00:00"
14;"Big Promo";"Street Handout";14945;"1996-07-03 00:00:00";"1996-07-07 00:00:00"
15;"Save-It Sale";"Sunday Paper, Radio";6842;"1996-07-18 00:00:00";"1996-07-22 00:00:00"
16;"Sale Winners";"Sunday Paper, Radio";14615;"1996-08-02 00:00:00";"1996-08-03 00:00:00"
17;"Savings Galore";"Cash Register Handout";13694;"1996-08-16 00:00:00";"1996-08-17 00:00:00"
18;"Super Savers";"Daily Paper, Radio";12346;"1996-08-27 00:00:00";"1996-08-30 00:00:00"
19;"Tip Top Savings";"Daily Paper, Radio";8099;"1996-09-10 00:00:00";"1996-09-13 00:00:00"
20;"Sale Winners";"Street Handout";11024;"1996-09-26 00:00:00";"1996-09-28 00:00:00"
21;"Price Winners";"Cash Register Handout";14976;"1996-10-10 00:00:00";"1996-10-12 00:00:00"
22;"Super Duper Savers";"Radio";11665;"1996-10-24 00:00:00";"1996-10-28 00:00:00"
23;"Super Duper Savers";"Daily Paper, Radio";13307;"1996-11-07 00:00:00";"1996-11-10 00:00:00"
24;"Best Savings";"Sunday Paper";10597;"1996-11-21 00:00:00";"1996-11-22 00:00:00"
25;"Price Winners";"Street Handout";9422;"1996-12-04 00:00:00";"1996-12-07 00:00:00"
26;"Price Winners";"Product Attachment";12767;"1996-12-18 00:00:00";"1996-12-21 00:00:00"
27;"Price Cutters";"Radio";5611;"1997-01-02 00:00:00";"1997-01-05 00:00:00"
28;"Shelf Clearing Days";"Bulk Mail";14609;"1997-01-15 00:00:00";"1997-01-18 00:00:00"
29;"Green Light Special";"Cash Register Handout";8307;"1997-01-30 00:00:00";"1997-02-02 00:00:00"
30;"Unbeatable Price Savers";"In-Store Coupon";8414;"1997-02-13 00:00:00";"1997-02-16 00:00:00"
31;"You Save Days";"Daily Paper, Radio";9802;"1997-02-28 00:00:00";"1997-03-02 00:00:00"
32;"I Cant Believe It Sale";"Product Attachment";7854;"1997-03-14 00:00:00";"1997-03-15 00:00:00"
33;"Shelf Emptiers";"Daily Paper";6425;"1997-03-28 00:00:00";"1997-03-31 00:00:00"
34;"Wallet Savers";"Cash Register Handout";11913;"1997-04-10 00:00:00";"1997-04-14 00:00:00"
35;"Mystery Sale";"Daily Paper";14502;"1997-04-23 00:00:00";"1997-04-26 00:00:00"
36;"Go For It";"Daily Paper, Radio, TV";14263;"1997-05-09 00:00:00";"1997-05-11 00:00:00"
37;"Go For It";"Street Handout";14264;"1997-05-20 00:00:00";"1997-05-23 00:00:00"
38;"Dimes Off";"Radio";7789;"1997-06-05 00:00:00";"1997-06-07 00:00:00"
39;"Dollar Days";"Sunday Paper";8924;"1997-06-19 00:00:00";"1997-06-21 00:00:00"
40;"Super Savers";"Bulk Mail";10393;"1997-07-03 00:00:00";"1997-07-06 00:00:00"
41;"Money Grabbers";"Sunday Paper, Radio, TV";8710;"1997-07-17 00:00:00";"1997-07-19 00:00:00"
42;"Two Day Sale";"Bulk Mail";7616;"1997-07-31 00:00:00";"1997-08-04 00:00:00"
43;"Green Light Special";"Daily Paper";7296;"1997-08-14 00:00:00";"1997-08-17 00:00:00"
44;"Double Down Sale";"Daily Paper, Radio";13130;"1997-08-27 00:00:00";"1997-08-29 00:00:00"
45;"Price Slashers";"Daily Paper, Radio, TV";13664;"1997-09-09 00:00:00";"1997-09-10 00:00:00"
46;"Weekend Markdown";"Daily Paper";10607;"1997-09-25 00:00:00";"1997-09-28 00:00:00"
47;"Sales Galore";"Street Handout";12734;"1997-10-07 00:00:00";"1997-10-08 00:00:00"
48;"Dollar Days";"Daily Paper";10277;"1997-10-23 00:00:00";"1997-10-26 00:00:00"
49;"Bag Stuffers";"Bulk Mail";5684;"1997-11-05 00:00:00";"1997-11-06 00:00:00"
50;"Two Day Sale";"In-Store Coupon";8008;"1997-11-21 00:00:00";"1997-11-23 00:00:00"
51;"Price Smashers";"Sunday Paper";7433;"1997-12-03 00:00:00";"1997-12-06 00:00:00"
52;"Big Promo";"Radio";6686;"1997-12-18 00:00:00";"1997-12-22 00:00:00"
53;"Price Slashers";"TV";6966;"1997-12-30 00:00:00";"1998-01-01 00:00:00"
54;"Two Day Sale";"Radio";7327;"1998-01-14 00:00:00";"1998-01-17 00:00:00"
55;"Price Slashers";"Street Handout";5297;"1998-01-28 00:00:00";"1998-01-30 00:00:00"
56;"Price Cutters";"Street Handout";6258;"1998-02-10 00:00:00";"1998-02-13 00:00:00"
57;"Sale Winners";"Daily Paper, Radio, TV";8756;"1998-02-26 00:00:00";"1998-03-02 00:00:00"
58;"Price Winners";"Sunday Paper";11219;"1998-03-12 00:00:00";"1998-03-15 00:00:00"
59;"Price Winners";"Cash Register Handout";10390;"1998-03-26 00:00:00";"1998-03-30 00:00:00"
60;"Price Destroyers";"Product Attachment";13060;"1998-04-09 00:00:00";"1998-04-12 00:00:00"
61;"Price Destroyers";"TV";10430;"1998-04-21 00:00:00";"1998-04-22 00:00:00"
62;"Sales Days";"Product Attachment";14209;"1998-05-07 00:00:00";"1998-05-10 00:00:00"
63;"Dollar Cutters";"Bulk Mail";11926;"1998-05-21 00:00:00";"1998-05-23 00:00:00"
64;"Bye Bye Baby";"TV";6305;"1998-06-03 00:00:00";"1998-06-07 00:00:00"
65;"Green Light Special";"Sunday Paper, Radio, TV";8548;"1998-06-18 00:00:00";"1998-06-22 00:00:00"
66;"Price Winners";"Street Handout";10364;"1998-07-03 00:00:00";"1998-07-06 00:00:00"
67;"Price Winners";"Sunday Paper, Radio, TV";6626;"1998-07-15 00:00:00";"1998-07-17 00:00:00"
68;"Savings Galore";"Sunday Paper";12714;"1998-07-29 00:00:00";"1998-07-31 00:00:00"
69;"Price Destroyers";"TV";11076;"1998-08-12 00:00:00";"1998-08-14 00:00:00"
70;"Two Day Sale";"Daily Paper, Radio, TV";10929;"1998-08-27 00:00:00";"1998-08-30 00:00:00"
71;"Coupon Spectacular";"Daily Paper";5736;"1998-09-08 00:00:00";"1998-09-09 00:00:00"
72;"Wallet Savers";"Sunday Paper";13533;"1998-09-23 00:00:00";"1998-09-27 00:00:00"
73;"Shelf Clearing Days";"TV";5522;"1998-10-06 00:00:00";"1998-10-10 00:00:00"
74;"Savings Galore";"TV";10756;"1998-10-21 00:00:00";"1998-10-23 00:00:00"
75;"Save-It Sale";"In-Store Coupon";6763;"1998-11-06 00:00:00";"1998-11-08 00:00:00"
76;"Price Slashers";"Daily Paper, Radio";6270;"1998-11-20 00:00:00";"1998-11-23 00:00:00"
77;"Double Down Sale";"Radio";13132;"1998-12-01 00:00:00";"1998-12-04 00:00:00"
78;"Mystery Sale";"Sunday Paper, Radio";13747;"1998-12-16 00:00:00";"1998-12-17 00:00:00"
81;"I Cant Believe It Sale";"Sunday Paper, Radio, TV";7895;"1996-01-17 00:00:00";"1996-01-19 00:00:00"
82;"Price Winners";"Radio";6547;"1996-01-31 00:00:00";"1996-02-03 00:00:00"
83;"Dollar Days";"Radio";9645;"1996-02-14 00:00:00";"1996-02-18 00:00:00"
84;"One Day Sale";"Daily Paper";5225;"1996-02-27 00:00:00";"1996-03-01 00:00:00"
85;"Price Winners";"Sunday Paper, Radio";9177;"1996-03-14 00:00:00";"1996-03-17 00:00:00"
86;"Save-It Sale";"Bulk Mail";5866;"1996-03-29 00:00:00";"1996-03-31 00:00:00"
87;"Price Winners";"Radio";7509;"1996-04-12 00:00:00";"1996-04-16 00:00:00"
88;"Double Your Savings";"Sunday Paper, Radio, TV";14798;"1996-04-24 00:00:00";"1996-04-26 00:00:00"
89;"Wallet Savers";"Daily Paper";13623;"1996-05-09 00:00:00";"1996-05-11 00:00:00"
90;"Shelf Clearing Days";"Street Handout";6939;"1996-05-24 00:00:00";"1996-05-26 00:00:00"
91;"Unbeatable Price Savers";"TV";9783;"1996-06-07 00:00:00";"1996-06-09 00:00:00"
92;"Shelf Emptiers";"Cash Register Handout";8781;"1996-06-20 00:00:00";"1996-06-22 00:00:00"
93;"Price Smashers";"Radio";9823;"1996-07-04 00:00:00";"1996-07-05 00:00:00"
94;"Three for One";"Sunday Paper";9930;"1996-07-18 00:00:00";"1996-07-19 00:00:00"
95;"Weekend Markdown";"Radio";11318;"1996-07-31 00:00:00";"1996-08-03 00:00:00"
96;"Sales Days";"Sunday Paper, Radio, TV";12026;"1996-08-14 00:00:00";"1996-08-16 00:00:00"
97;"Price Cutters";"Product Attachment";10597;"1996-08-27 00:00:00";"1996-08-28 00:00:00"
98;"Price Winners";"Sunday Paper, Radio";6085;"1996-09-10 00:00:00";"1996-09-12 00:00:00"
99;"Price Slashers";"Product Attachment";8674;"1996-09-27 00:00:00";"1996-09-28 00:00:00"
100;"Money Grabbers";"Street Handout";14992;"1996-10-08 00:00:00";"1996-10-10 00:00:00"
101;"Price Savers";"Daily Paper";8436;"1996-10-23 00:00:00";"1996-10-27 00:00:00"
102;"Dollar Days";"Street Handout";11961;"1996-11-06 00:00:00";"1996-11-08 00:00:00"
103;"Sale Winners";"Daily Paper, Radio";10440;"1996-11-19 00:00:00";"1996-11-22 00:00:00"
104;"Save-It Sale";"Cash Register Handout";14565;"1996-12-04 00:00:00";"1996-12-05 00:00:00"
105;"Sales Galore";"Daily Paper";10226;"1996-12-18 00:00:00";"1996-12-20 00:00:00"
106;"Super Savers";"Cash Register Handout";11788;"1996-12-31 00:00:00";"1997-01-02 00:00:00"
107;"Savings Galore";"Product Attachment";11468;"1997-01-14 00:00:00";"1997-01-15 00:00:00"
108;"Go For It";"Radio";7302;"1997-01-29 00:00:00";"1997-02-01 00:00:00"
109;"High Roller Savings";"Street Handout";7836;"1997-02-12 00:00:00";"1997-02-14 00:00:00"
110;"Coupon Spectacular";"Daily Paper, Radio, TV";6025;"1997-02-26 00:00:00";"1997-02-28 00:00:00"
111;"Price Winners";"Daily Paper, Radio";6905;"1997-03-13 00:00:00";"1997-03-15 00:00:00"
112;"Bag Stuffers";"Daily Paper, Radio";11793;"1997-03-26 00:00:00";"1997-03-29 00:00:00"
113;"Dimes Off";"Cash Register Handout";7200;"1997-04-10 00:00:00";"1997-04-12 00:00:00"
114;"Free For All";"Product Attachment";12180;"1997-04-23 00:00:00";"1997-04-25 00:00:00"
115;"Double Down Sale";"Daily Paper, Radio";11605;"1997-05-08 00:00:00";"1997-05-09 00:00:00"
116;"You Save Days";"TV";10858;"1997-05-20 00:00:00";"1997-05-22 00:00:00"
117;"Sale Winners";"Cash Register Handout";8482;"1997-06-04 00:00:00";"1997-06-07 00:00:00"
118;"Super Savers";"TV";11498;"1997-06-20 00:00:00";"1997-06-24 00:00:00"
119;"Unbeatable Price Savers";"Daily Paper";9469;"1997-07-02 00:00:00";"1997-07-06 00:00:00"
120;"Unbeatable Price Savers";"Daily Paper";10430;"1997-07-16 00:00:00";"1997-07-19 00:00:00"
121;"One Day Sale";"Street Handout";9515;"1997-07-31 00:00:00";"1997-08-04 00:00:00"
122;"Tip Top Savings";"Cash Register Handout";7913;"1997-08-13 00:00:00";"1997-08-15 00:00:00"
123;"Bag Stuffers";"Daily Paper";14428;"1997-08-26 00:00:00";"1997-08-29 00:00:00"
124;"Big Promo";"Sunday Paper, Radio, TV";7098;"1997-09-10 00:00:00";"1997-09-12 00:00:00"
125;"Big Promo";"Street Handout";7124;"1997-09-25 00:00:00";"1997-09-27 00:00:00"
126;"Sales Galore";"Daily Paper, Radio";10903;"1997-10-08 00:00:00";"1997-10-10 00:00:00"
127;"Price Cutters";"Street Handout";8620;"1997-10-22 00:00:00";"1997-10-23 00:00:00"
128;"Super Wallet Savers";"In-Store Coupon";12999;"1997-11-04 00:00:00";"1997-11-06 00:00:00"
129;"Save-It Sale";"In-Store Coupon";5242;"1997-11-18 00:00:00";"1997-11-21 00:00:00"
130;"Bag Stuffers";"In-Store Coupon";7058;"1997-12-04 00:00:00";"1997-12-07 00:00:00"
131;"Money Savers";"In-Store Coupon";13320;"1997-12-19 00:00:00";"1997-12-23 00:00:00"
132;"Big Time Discounts";"Daily Paper, Radio, TV";10654;"1998-01-02 00:00:00";"1998-01-03 00:00:00"
133;"Big Promo";"Cash Register Handout";7770;"1998-01-16 00:00:00";"1998-01-17 00:00:00"
134;"Price Destroyers";"Sunday Paper, Radio, TV";7623;"1998-01-27 00:00:00";"1998-01-31 00:00:00"
135;"Super Duper Savers";"Sunday Paper";12430;"1998-02-12 00:00:00";"1998-02-15 00:00:00"
136;"Price Destroyers";"Cash Register Handout";10227;"1998-02-24 00:00:00";"1998-02-26 00:00:00"
137;"Double Your Savings";"Street Handout";12216;"1998-03-12 00:00:00";"1998-03-15 00:00:00"
138;"Two Day Sale";"Cash Register Handout";7450;"1998-03-27 00:00:00";"1998-03-30 00:00:00"
139;"Sale Winners";"Bulk Mail";10802;"1998-04-09 00:00:00";"1998-04-13 00:00:00"
140;"Double Down Sale";"Product Attachment";12964;"1998-04-23 00:00:00";"1998-04-25 00:00:00"
141;"Dollar Cutters";"Daily Paper, Radio, TV";7170;"1998-05-07 00:00:00";"1998-05-09 00:00:00"
142;"Pick Your Savings";"Sunday Paper, Radio";14506;"1998-05-20 00:00:00";"1998-05-24 00:00:00"
143;"Coupon Spectacular";"Daily Paper";9058;"1998-06-03 00:00:00";"1998-06-06 00:00:00"
144;"Dollar Days";"Street Handout";10274;"1998-06-17 00:00:00";"1998-06-20 00:00:00"
145;"Fantastic Discounts";"Daily Paper, Radio, TV";12009;"1998-07-01 00:00:00";"1998-07-04 00:00:00"
146;"Two Day Sale";"TV";10661;"1998-07-16 00:00:00";"1998-07-18 00:00:00"
147;"You Save Days";"Sunday Paper";13758;"1998-07-30 00:00:00";"1998-08-01 00:00:00"
148;"Bye Bye Baby";"Product Attachment";9338;"1998-08-13 00:00:00";"1998-08-17 00:00:00"
149;"Two Day Sale";"Daily Paper, Radio, TV";13290;"1998-08-25 00:00:00";"1998-08-26 00:00:00"
150;"Bag Stuffers";"Cash Register Handout";9979;"1998-09-09 00:00:00";"1998-09-12 00:00:00"
151;"Two Day Sale";"TV";11622;"1998-09-23 00:00:00";"1998-09-25 00:00:00"
152;"Sales Days";"In-Store Coupon";10157;"1998-10-08 00:00:00";"1998-10-11 00:00:00"
153;"Big Time Savings";"Street Handout";6327;"1998-10-20 00:00:00";"1998-10-23 00:00:00"
154;"Dollar Cutters";"Daily Paper";11052;"1998-11-06 00:00:00";"1998-11-09 00:00:00"
155;"One Day Sale";"Cash Register Handout";13896;"1998-11-18 00:00:00";"1998-11-21 00:00:00"
156;"Price Cutters";"Sunday Paper, Radio";10238;"1998-12-04 00:00:00";"1998-12-07 00:00:00"
157;"Wallet Savers";"TV";13936;"1998-12-15 00:00:00";"1998-12-17 00:00:00"
158;"Pick Your Savings";"Sunday Paper, Radio, TV";14043;"1998-12-29 00:00:00";"1999-01-01 00:00:00"
160;"Coupon Spectacular";"In-Store Coupon";6139;"1996-01-18 00:00:00";"1996-01-21 00:00:00"
161;"Sale Winners";"Radio";12054;"1996-01-31 00:00:00";"1996-02-03 00:00:00"
162;"Price Winners";"Street Handout";6756;"1996-02-13 00:00:00";"1996-02-15 00:00:00"
163;"Green Light Special";"In-Store Coupon";6689;"1996-02-29 00:00:00";"1996-03-02 00:00:00"
164;"Dimes Off";"Sunday Paper";9106;"1996-03-13 00:00:00";"1996-03-16 00:00:00"
165;"Sales Galore";"Daily Paper, Radio, TV";9894;"1996-03-28 00:00:00";"1996-03-30 00:00:00"
166;"Double Your Savings";"Daily Paper";6074;"1996-04-11 00:00:00";"1996-04-14 00:00:00"
167;"One Day Sale";"Radio";14553;"1996-04-25 00:00:00";"1996-04-26 00:00:00"
168;"Bag Stuffers";"Radio";8678;"1996-05-08 00:00:00";"1996-05-10 00:00:00"
169;"Super Duper Savers";"Product Attachment";14340;"1996-05-23 00:00:00";"1996-05-26 00:00:00"
170;"Money Savers";"Sunday Paper, Radio";5901;"1996-06-05 00:00:00";"1996-06-07 00:00:00"
171;"Wallet Savers";"Sunday Paper, Radio, TV";5581;"1996-06-20 00:00:00";"1996-06-21 00:00:00"
172;"Price Smashers";"Bulk Mail";11415;"1996-07-04 00:00:00";"1996-07-05 00:00:00"
173;"Sales Galore";"Daily Paper, Radio";13166;"1996-07-18 00:00:00";"1996-07-21 00:00:00"
174;"Price Winners";"Sunday Paper, Radio";10109;"1996-07-31 00:00:00";"1996-08-03 00:00:00"
175;"Two Day Sale";"Radio";8334;"1996-08-15 00:00:00";"1996-08-18 00:00:00"
176;"Tip Top Savings";"Radio";5877;"1996-08-29 00:00:00";"1996-08-31 00:00:00"
177;"Money Savers";"Sunday Paper, Radio";11284;"1996-09-10 00:00:00";"1996-09-14 00:00:00"
178;"Saving Days";"Sunday Paper, Radio, TV";6264;"1996-09-26 00:00:00";"1996-09-29 00:00:00"
179;"Super Duper Savers";"Daily Paper, Radio, TV";13034;"1996-10-09 00:00:00";"1996-10-11 00:00:00"
180;"Sales Days";"Cash Register Handout";12286;"1996-10-23 00:00:00";"1996-10-26 00:00:00"
181;"One Day Sale";"Sunday Paper, Radio";12566;"1996-11-07 00:00:00";"1996-11-11 00:00:00"
182;"Money Savers";"In-Store Coupon";12927;"1996-11-20 00:00:00";"1996-11-22 00:00:00"
183;"Green Light Days";"Product Attachment";14799;"1996-12-04 00:00:00";"1996-12-07 00:00:00"
184;"Price Smashers";"Sunday Paper, Radio, TV";5761;"1996-12-20 00:00:00";"1996-12-23 00:00:00"
185;"Super Wallet Savers";"Daily Paper, Radio";10914;"1997-01-03 00:00:00";"1997-01-07 00:00:00"
186;"Saving Days";"Daily Paper, Radio, TV";9311;"1997-01-15 00:00:00";"1997-01-17 00:00:00"
187;"Price Destroyers";"Daily Paper, Radio, TV";5827;"1997-01-29 00:00:00";"1997-02-01 00:00:00"
188;"Mystery Sale";"Bulk Mail";8497;"1997-02-12 00:00:00";"1997-02-14 00:00:00"
189;"Green Light Days";"Sunday Paper, Radio";5868;"1997-02-28 00:00:00";"1997-03-03 00:00:00"
190;"Green Light Special";"In-Store Coupon";12302;"1997-03-12 00:00:00";"1997-03-14 00:00:00"
